유기번호,품종,나이,체중,색상,성별,중성화여부,상태,접수일,발견장소,특징,이미지,기준날짜
441403202200585,믹스견,2020(년생),12(Kg),흰,M,N,보호중,20221031,의왕 도시농업과에서 인수,"기운없음,보행불가,혈뇨",http://www.animal.go.kr/files/shelter/2022/10/202210311110419.jpg,20221110
441402202200563,믹스견,2021(년생),15(Kg),흰,M,N,보호중,20221031,금정동654-1부근,"활발함,파란목줄,순함",http://www.animal.go.kr/files/shelter/2022/10/20221031141033.jpg,20221110
441393202202109,푸들,2020(년생),3.5(Kg),흰검,M,N,보호중,20221031,선부동 212-2번지 부근,"순함,미용돼있음",http://www.animal.go.kr/files/shelter/2022/10/202210311710886.jpg,20221110
441393202202108,요크셔 테리어,2010(년생),2(Kg),갈검,M,Y,보호중,20221031,와동 704부근,"순함.치석치아상태불량,미용 돼 있음, 노란색 옷 ",http://www.animal.go.kr/files/shelter/2022/10/202210311510868.jpg,20221110
441383202200778,믹스견,2022(60일미만)(년생),1.5(Kg),갈검,M,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/202210311810716.jpg,20221110
441383202200777,믹스견,2022(60일미만)(년생),1.5(Kg),갈검,F,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/202210311810379.jpg,20221110
441383202200776,믹스견,2022(60일미만)(년생),1.5(Kg),갈검,M,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/202210311810714.jpg,20221110
441383202200775,믹스견,2022(60일미만)(년생),1.5(Kg),흰,M,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/202210311810668.jpg,20221110
441383202200774,믹스견,2022(60일미만)(년생),1.5(Kg),흰,F,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/20221031181030.jpg,20221110
441383202200773,믹스견,2022(60일미만)(년생),1.5(Kg),흰,M,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/202210311810100.jpg,20221110
441383202200772,믹스견,2022(60일미만)(년생),1.5(Kg),흰,M,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/20221031181018.jpg,20221110
441383202200771,믹스견,2022(60일미만)(년생),1.5(Kg),흰,M,N,보호중,20221031,비산동299-1부근,"1개월추정,젖먹이,어미와함께입소",http://www.animal.go.kr/files/shelter/2022/10/202210311810971.jpg,20221110
441383202200770,믹스견,2021(년생),14(Kg),흰,F,N,보호중,20221031,비산동 299-1부근,"겁많음,얼굴상처",http://www.animal.go.kr/files/shelter/2022/10/202210311810136.jpg,20221110
441383202200769,믹스견,2021(년생),13(Kg),흰,F,N,보호중,20221031,비산동 299-1부근,"젖불음,겁많음",http://www.animal.go.kr/files/shelter/2022/10/202210311810254.jpg,20221110
442418202200896,진도견,2019(년생),10(Kg),흰,M,U,종료(반환),20221031,후평동 우미린뉴시티아파트 관리사무소,"흰색, 겁이조금있음. 갈색가죽목줄",http://www.animal.go.kr/files/shelter/2022/10/202210311310236.jpg,20221110
442418202200895,휘펫,2022(년생),10(Kg),흰검,M,U,종료(반환),20221031,후평동119안전센터,"검,흰색, 온순",http://www.animal.go.kr/files/shelter/2022/10/202210310910278.jpg,20221110
442434202200350,믹스견,2015(년생),5(Kg),검,F,N,보호중,20221031,강원도 고성군 간성읍 장신리 군부대,귀엽고 순함,http://www.animal.go.kr/files/shelter/2022/10/202210311710496.jpg,20221110
442434202200349,믹스견,2022(년생),2(Kg),금,M,U,보호중,20221031,강원도 고성군 간성읍 장신리 군부대,귀엽고 순함,http://www.animal.go.kr/files/shelter/2022/10/202210311710395.jpg,20221110
442434202200348,믹스견,2022(년생),2(Kg),금,M,N,보호중,20221031,강원도 고성군 간성읍 장신리 군부대,귀엽고 순함,http://www.animal.go.kr/files/shelter/2022/10/202210311710480[2].jpg,20221110
442434202200347,믹스견,2022(년생),2(Kg),금,M,N,보호중,20221031,강원도 고성군 간성읍 장신리 군부대,순하고 귀여움,http://www.animal.go.kr/files/shelter/2022/10/202210311710276.jpg,20221110
441391202202696,믹스견,2020(년생),13(Kg),갈,M,N,보호중,20221031,진위면 : 하북리 183-2 ,"경계심이 있음, 포획틀로 포획",http://www.animal.go.kr/files/shelter/2022/10/202210311510777.jpg,20221110
441391202202695,시바,2019(년생),12(Kg),흰갈,M,N,보호중,20221031,안중읍 : 서동대로 1907 ,"포획틀로 포획, 경계심, 관리가 잘 되어있는 걸로 보아 유기된지 얼마 된 것 같지 않음",http://www.animal.go.kr/files/shelter/2022/10/202210311510814.jpg,20221110
441391202202694,믹스견,2021(년생),10(Kg),금,F,U,보호중,20221031,안중읍 : 현화리 823-3 ,순하고 사람을 잘 따름,http://www.animal.go.kr/files/shelter/2022/10/202210311410476.jpg,20221110
441391202202693,복서,2018(년생),17(Kg),흰갈,F,N,보호중,20221031,용이동 : 이화로 134-26 ,"순하고 사람을 잘 따름, 관리가 잘 되어 있음",http://www.animal.go.kr/files/shelter/2022/10/202210311410518[1].jpg,20221110
441391202202691,믹스견,2022(60일미만)(년생),3.5(Kg),흰,M,N,보호중,20221031,청북읍 : 토진리 명진 카센타 부근,"60일 추정, 귀엽고 사랑스럽다 ",http://www.animal.go.kr/files/shelter/2022/10/202210311410932.jpg,20221110
441391202202690,믹스견,2019(년생),5(Kg),흰갈,F,N,보호중,20221031,신장동 : 목천로 72-10 ,"경계심이 있음. 입질이 있음, 귀엽게 생김",http://www.animal.go.kr/files/shelter/2022/10/202210311410599.jpg,20221110
441391202202689,믹스견,2022(년생),10(Kg),흰검,F,N,보호중,20221031,서탄면 : 서탄2로 131 ,"8개월 추정, 경계심이 있음",http://www.animal.go.kr/files/shelter/2022/10/202210311410978.jpg,20221110
441391202202688,믹스견,2022(60일미만)(년생),0.1(Kg),갈,F,N,종료(자연사),20221031,청북읍 : 어연리 458-2 ,"7일 추정, 엄마견이랑 같이 구조, 귀엽고 사랑스럽다 ",http://www.animal.go.kr/files/shelter/2022/10/202210311310462[1].jpg,20221110
441391202202687,믹스견,2022(60일미만)(년생),0.1(Kg),갈,M,N,종료(자연사),20221031,청북읍 : 어연리 458-2 ,"7일 추정, 엄마견이랑 같이 구조, 귀엽고 사랑스럽다 ",http://www.animal.go.kr/files/shelter/2022/10/202210311310524.jpg,20221110
441391202202686,믹스견,2020(년생),15(Kg),갈,F,N,보호중,20221031,청북읍 : 어연리 458-2 ,"경계심이 있음, 포획틀로 포획, 아기 2마리랑 같이 구조",http://www.animal.go.kr/files/shelter/2022/10/20221031131075.jpg,20221110
441391202202685,믹스견,2022(년생),9(Kg),회,F,N,보호중,20221031,팽성읍 : 동창리 112-5 ,"6개월 추정, 순해 보이고 사람을 잘 따름",http://www.animal.go.kr/files/shelter/2022/10/202210311310908.jpg,20221110
441391202202684,믹스견,2022(년생),9(Kg),갈,F,N,보호중,20221031,팽성읍 : 동창리 112-5 ,"6개월 추정, 순해 보이고 사람을 잘 따름",http://www.animal.go.kr/files/shelter/2022/10/202210311310287.jpg,20221110
441391202202683,믹스견,2022(60일미만)(년생),4(Kg),흰,M,N,보호중,20221031,진위면 : 동부대로 2 부근 ,"60일 추정, 순하고 사람을 잘 따름",http://www.animal.go.kr/files/shelter/2022/10/202210311310709.jpg,20221110
441391202202682,믹스견,2020(년생),13(Kg),갈,F,N,보호중,20221031,청북읍 :  토진2길 96-26,"경계심이 있음, 포획틀로 포획",http://www.animal.go.kr/files/shelter/2022/10/202210311310964.jpg,20221110
441391202202681,믹스견,2020(년생),15(Kg),흰,M,N,보호중,20221031,청북읍 : 고렴길 161-12 ,"경계심이 많음, 포획틀로 포획",http://www.animal.go.kr/files/shelter/2022/10/202210311310252.jpg,20221110
441391202202680,믹스견,2022(60일미만)(년생),1.2(Kg),갈검,M,N,보호중,20221031,진위면 : 견산리 412-2 ,"20일 추정, 엄마견이랑 같이 구조, 빨리 데려가 주세요",http://www.animal.go.kr/files/shelter/2022/10/202210311310612[1].jpg,20221110
441391202202679,믹스견,2022(60일미만)(년생),1(Kg),갈검,M,N,보호중,20221031,진위면 : 견산리 412-2 ,"20일 추정, 엄마견이랑 같이 구조, 빨리 데려가 주세요",http://www.animal.go.kr/files/shelter/2022/10/202210311310606.jpg,20221110
441391202202678,믹스견,2022(60일미만)(년생),1.1(Kg),갈검,F,N,보호중,20221031,진위면 : 견산리 412-2 ,"20일 추정, 엄마견이랑 같이 구조, 빨리 데려가 주세요",http://www.animal.go.kr/files/shelter/2022/10/202210311310612.jpg,20221110
441391202202677,믹스견,2019(년생),14(Kg),금,F,N,보호중,20221031,진위면 : 견산리 412-2 ,"경계심이 있음, 포획틀로 포획, 아기 3마리와 같이 구조",http://www.animal.go.kr/files/shelter/2022/10/202210311310481.jpg,20221110
441391202202676,믹스견,2022(60일미만)(년생),2.2(Kg),갈,M,N,보호중,20221031,현덕면 : 인광길84 부근,"엄마랑 같이 구조됨, 얼른 데려가 주세요~~",http://www.animal.go.kr/files/shelter/2022/10/202210311210338.jpg,20221110
441391202202675,믹스견,2022(60일미만)(년생),2(Kg),갈,M,N,보호중,20221031,현덕면 : 인광길84 부근,"엄마랑 같이 구조됨, 얼른 데려가 주세요~~",http://www.animal.go.kr/files/shelter/2022/10/202210311210714.jpg,20221110
441391202202674,믹스견,2020(년생),11(Kg),흰,F,N,보호중,20221031,현덕면 : 인광길84 부근,"경계심이 있음, 포획틀로 포획, 아기 2마리랑 같이 구조",http://www.animal.go.kr/files/shelter/2022/10/202210311210333.jpg,20221110
429363202200720,비숑 프리제,2020(년생),8(Kg),흰,M,Y,종료(반환),20221031,광산구 우산동,22-1100 뭉이,http://www.animal.go.kr/files/shelter/2022/10/202210311510956.jpg,20221110
429362202201039,포메라니안,2018(년생),3.5(Kg),흰,M,N,보호중,20221031,북구 역전지구대,22-1099 호롱,http://www.animal.go.kr/files/shelter/2022/10/202210311410642.jpg,20221110
411308202200602,푸들,2020(년생),6.7(Kg),갈,M,Y,보호중,20221031,도봉로81길 18 부강마트 앞,코팥죽색. 전신미용흔적. 사람잘따름. 꼬리단미됨. 털상태양호.양귀외이염.왼슬개골.칩있음.,http://www.animal.go.kr/files/shelter/2022/10/202210311410822.jpg,20221110
441394202202333,믹스견,2019(년생),6.5(Kg),흰금,F,U,보호중,20221031,원당동141 부근,없음,http://www.animal.go.kr/files/shelter/2022/10/202210311510250.jpg,20221110
441394202202332,포인터,2019(년생),25(Kg),흰검,M,N,종료(반환),20221031,오금동 577-3 부근,"단미,파랑색 목줄 척용",http://www.animal.go.kr/files/shelter/2022/10/202210311510525.jpg,20221110
441401202201590,믹스견,2021(년생),10.7(Kg),흰,F,U,보호중,20221031,정왕동 1415-7,"사람에게 호의적, 호기심이 많은편",http://www.animal.go.kr/files/shelter/2022/10/202210312010916.jpg,20221110
441401202201589,믹스견,2020(년생),15(Kg),갈,F,U,보호중,20221031,목감근린공원,작은 소리에도 놀랄 정도로 겁이 많은 편,http://www.animal.go.kr/files/shelter/2022/10/202210312010781.jpg,20221110
441401202201588,말티즈,2018(년생),3.1(Kg),흰,M,Y,종료(반환),20221031,은행 푸르지오 1차 근처,"옷을 입고 있는 상태에서 발견, 사람을 좋아함",http://www.animal.go.kr/files/shelter/2022/10/202210311010235.jpg,20221110
441554202201765,믹스견,2022(60일미만)(년생),3.70(Kg),갈,M,N,보호중,20221031,광주시 태전동 일대,"10-88, 2개월령, 토실토실 귀엽고 사랑스런 아가",http://www.animal.go.kr/files/shelter/2022/10/202210311810787.jpg,20221110
441554202201764,믹스견,2022(60일미만)(년생),4.80(Kg),흰,M,N,보호중,20221031,광주시 태전동 일대,"10-87, 2개월령, 토실토실 귀엽고 사랑스런 아가",http://www.animal.go.kr/files/shelter/2022/10/202210311810627[1].jpg,20221110
442430202200227,믹스견,2022(년생),3(Kg),갈검,M,U,보호중,20221031,와수로110번길39-1,사람을 무서워 함 ,http://www.animal.go.kr/files/shelter/2022/10/202210311610461.jpg,20221110
442430202200226,믹스견,2022(60일미만)(년생),3(Kg),갈검,M,U,보호중,20221031,와수로110번길39-1,사람을 무서워 함 ,http://www.animal.go.kr/files/shelter/2022/10/202210311610212.jpg,20221110
442430202200225,믹스견,2020(년생),4(Kg),흰,M,U,보호중,20221031,강원도 철원군 동송읍 태봉로 1825   고석정 꽃밭,사람을 잘 따름,http://www.animal.go.kr/files/shelter/2022/11/202211070911236[1].jpg,20221110
428356202201605,믹스견,2012(년생),5.2(Kg),흰갈,M,N,보호중,20221031,연희동 707-13,옷 착용. 순함. 착함. 겁 조금 있음.,http://www.animal.go.kr/files/shelter/2022/10/202210311010792.jpg,20221110
442420202200721,진도견,2018(년생),16.3(Kg),흰,M,N,보호중,20221031,하시동3리 풍호회관 근처,빨간목줄 착용,http://www.animal.go.kr/files/shelter/2022/10/202210311810209.jpg,20221110
442420202200720,믹스견,2019(년생),12(Kg),흰,F,N,보호중,20221031,강릉시청 당직실,"파란색목줄착용, 눈동자가 이쁜 온순한 친구, 심장사상충 감염",http://www.animal.go.kr/files/shelter/2022/10/202210311810900.jpg,20221110
442420202200719,믹스견,2021(년생),4.5(Kg),금,F,N,보호중,20221031,초당유화1차아파트 경비실,자가미용흔적있음,http://www.animal.go.kr/files/shelter/2022/10/20221031181066[1].jpg,20221110
442421202200260,믹스견,2021(년생),2(Kg),흰갈,F,N,보호중,20221031,동해시 송정동 LS전선 후문입구 ,상태양호,http://www.animal.go.kr/files/shelter/2022/10/202210311710907.jpg,20221110
442421202200259,믹스견,2021(년생),2(Kg),검,F,N,보호중,20221031,동해시 송정동 LS전선 후문입구 ,상태양호,http://www.animal.go.kr/files/shelter/2022/10/202210311710550[1].jpg,20221110
426339202200581,믹스견,2019(년생),8(Kg),흰검,M,U,종료(반환),20221031,구청 당직실,사상구-307 검흰&화려한 칼라 목줄 착용,http://www.animal.go.kr/files/shelter/2022/10/202210311410928.jpg,20221110
426339202200581,믹스견,2019(년생),8(Kg),흰검,M,U,종료(반환),20221031,구청 당직실,사상구-307 검흰&화려한 칼라 목줄 착용,http://www.animal.go.kr/files/shelter/2022/10/202210311410928.jpg,20221110
441404202201145,믹스견,2017(년생),16(Kg),흰,M,N,종료(반환),20221031,신장로33   ,순하고   사람 좋아함,http://www.animal.go.kr/files/shelter/2022/10/202210311810663[1].jpg,20221110
441404202201143,골든 리트리버,2022(60일미만)(년생),3(Kg),금,F,N,보호중,20221031,창우초근처,순하고사람좋아함,http://www.animal.go.kr/files/shelter/2022/10/202210311410148.jpg,20221110
441404202201136,믹스견,2022(60일미만)(년생),2(Kg),흰,M,N,보호중,20221031,춘궁동51,순하고  사람 좋아함,http://www.animal.go.kr/files/shelter/2022/10/202210311210387.jpg,20221110
441405202202948,마리노이즈,2022(년생),5.6(Kg),갈검,M,N,보호중,20221031,처인구 이동읍 덕성리 641-1,쫑긋한 귀에 총명한 두 눈 그 자체로 매력 뿜뿜(다리 부상),http://www.animal.go.kr/files/shelter/2022/10/202210311410927.jpg,20221110
441405202202947,푸들,2016(년생),3.9(Kg),갈,M,N,보호중,20221031,처인구 관내,단미되어있고 양쪽 눈 혼탁.예민하여 소중히 다루어야 함,http://www.animal.go.kr/files/shelter/2022/10/202210311410782.jpg,20221110
441405202202946,포메라니안,2018(년생),5(Kg),갈,F,N,종료(반환),20221031,처인구 주북로 94번길 30-1 용인휴게소,"도꼬마리 잔뜩 붙어 온 아이, 신나게 호기심 만족시킨 표정으로",http://www.animal.go.kr/files/shelter/2022/10/202210311410753.jpg,20221110
441405202202945,믹스견,2020(년생),15(Kg),갈,F,U,보호중,20221031,기흥구 구갈동 468번지 하천,잔뜩 겁먹었으나 조심스런 손길엔 예의바른 황구 (단미),http://www.animal.go.kr/files/shelter/2022/10/202210311410694.jpg,20221110
441405202202944,사모예드,2020(년생),27(Kg),흰,M,N,보호중,20221031,기흥구 관내 경희대부근,겨울아이.얼짱각도를 아는 프로모델견,http://www.animal.go.kr/files/shelter/2022/10/202210311410918.jpg,20221110
441405202202942,믹스견,2022(60일미만)(년생),2(Kg),흰,M,N,보호중,20221031,처인구 원삼면 원양로 218,"눈치백단, 사랑스러움으로 완전무장",http://www.animal.go.kr/files/shelter/2022/10/202210311410891.jpg,20221110
427347202200691,포메라니안,2012(년생),5(Kg),흰,F,U,보호중,20221031,두류 파출소 부근,"이빨 빠짐, 노령견",http://www.animal.go.kr/files/shelter/2022/10/202210311710586.jpg,20221110
427347202200690,믹스견,2008(년생),2(Kg),흰,F,U,종료(자연사),20221031,감천 초등 부근,"교통사고추정, 의식없음",http://www.animal.go.kr/files/shelter/2022/10/202210311710548.jpg,20221110
427345202200764,믹스견,2018(년생),22(Kg),흰,M,N,보호중,20221031,무태 119,검정 목줄,http://www.animal.go.kr/files/shelter/2022/10/202210311710580[1].jpg,20221110
427342202200629,보스턴 테리어,2017(년생),8(Kg),흰검,F,U,종료(반환),20221031,동대구역 역무실,내장칩 등록견,http://www.animal.go.kr/files/shelter/2022/10/202210311710795.jpg,20221110
428354202201993,코카 스파니엘,2014(년생),10(Kg),검,F,U,종료(반환),20221030,원길로 24번길 5,빨간색옷착용,http://www.animal.go.kr/files/shelter/2022/10/202210312110626.jpg,20221110
442419202200943,치와와,2012(년생),4.5(Kg),흰검,M,N,보호중,20221030,사니다카페근처,치와와 눈치를 많이 봄,http://www.animal.go.kr/files/shelter/2022/10/202211012311372.jpg,20221110
442419202200943,치와와,2012(년생),4.5(Kg),흰검,M,N,보호중,20221030,사니다카페근처,치와와 눈치를 많이 봄,http://www.animal.go.kr/files/shelter/2022/10/202211012311372.jpg,20221110
426326202200653,믹스견,2022(60일미만)(년생),1(Kg),흰,F,U,보호중,20221030,꽃마을로169번길 57,"분홍얼룩코,온순함,사람을잘따름",http://www.animal.go.kr/files/shelter/2022/11/202211031611852.jpg,20221110
426326202200652,믹스견,2018(년생),11(Kg),흰금,F,U,종료(반환),20221030,구청당직실,"온순함,사람을잘따름,다리가짧고통통한몸매",http://www.animal.go.kr/files/shelter/2022/11/202211031611819.jpeg,20221110
426332202200621,믹스견,2021(년생),3(Kg),검,F,N,보호중,20221030,화명생태공원 축구장 부근,"3마리동시입소,미니핀믹스로추정,겁이많음,북구1-221호",http://www.animal.go.kr/files/shelter/2022/10/202211012011202.jpg,20221110
426332202200620,믹스견,2021(년생),3(Kg),검,M,N,보호중,20221030,화명생태공원 축구장 부근,"3마리동시입소,미니핀믹스로추정,겁이많음,북구1-220호",http://www.animal.go.kr/files/shelter/2022/10/20221101201135.jpg,20221110
426332202200619,믹스견,2020(년생),3.5(Kg),흰검,F,N,보호중,20221030,화명생태공원 축구장 부근,"3마리동시입소,미니핀믹스로추정,겁이많음,북구1-219호",http://www.animal.go.kr/files/shelter/2022/10/202211012011789.jpg,20221110
426332202200618,믹스견,2021(년생),10(Kg),금,M,N,보호중,20221030,만덕동 석불사 인근,"피부병이심각함,경계심이강함,무리지어배회함,구충도포, 북구1-218호",http://www.animal.go.kr/files/shelter/2022/10/202211012011105.jpg,20221110
426325202200420,믹스견,2019(년생),5(Kg),흰금,F,N,보호중,20221030,보수대로140번길 71 인근,"사람에대한경계심과공격성,영양상태부족,중구1-92호",http://www.animal.go.kr/files/shelter/2022/10/202211010911447.jpg,20221110
426325202200419,믹스견,2022(년생),3.5(Kg),흰,F,N,보호중,20221030,대청동4가 1-82 옆 계단,"겁이많음,영양상태부족,구충도포,중구1-92호",http://www.animal.go.kr/files/shelter/2022/10/20221101091102.jpg,20221110
431370202201082,믹스견,2019(년생),17.8(Kg),흰,M,N,보호중,20221030,남구 장생포 동언장,중장모/대형믹스견,http://www.animal.go.kr/files/shelter/2022/10/202211011611541.jpg,20221110
441393202202107,믹스견,2018(년생),4(Kg),흰갈검,F,U,보호중,20221030,장상동 437-1부근,"순함,얼굴만미용,낡은빨간목줄",http://www.animal.go.kr/files/shelter/2022/10/202210310810614.jpg,20221110
441399202202632,푸들,2014(년생),5.3(Kg),흰,F,U,보호중,20221030,다산동,연분홍색 옷을 입고잇음.,http://www.animal.go.kr/files/shelter/2022/10/202210300910261.jpg,20221110
441378202202332,믹스견,2017(년생),7.7(Kg),흰갈,M,N,보호중,20221030,동막로 밑 굴,"소심, 귀염증",http://www.animal.go.kr/files/shelter/2022/10/202210301710468[1].jpg,20221110
441378202202331,믹스견,2022(년생),2.9(Kg),흰,F,U,보호중,20221030,야탑동 390,"3개월 추정, 낡은 주황색 목줄, 분홍색 리드줄 착용",http://www.animal.go.kr/files/shelter/2022/10/202210301710982.jpg,20221110
430365202200595,푸들,2019(년생),4.00(Kg),흰,M,U,종료(반환),20221030,대전광역시 중구 중촌동 푸르지오 107동 주변 ,.,http://www.animal.go.kr/files/shelter/2022/10/202210311710756.png,20221110
426334202201004,믹스견,2019(년생),12(Kg),흰,F,U,보호중,20221030,낙동초 인근 회전교차로,다리가 짧고 주둥이가 뾰족함,http://www.animal.go.kr/files/shelter/2022/10/202210311510241.jpg,20221110
429362202201034,푸들,2017(년생),4.8(Kg),회,F,U,보호중,20221030,북구 일곡지구대,22-1098 은빛,http://www.animal.go.kr/files/shelter/2022/10/202210301410858.jpg,20221110
426330202200488,혼합,2022(년생),4.3(Kg),흰,M,N,보호중,20221030,금강로59번길 38(전자공고 세븐일레븐 앞),순함,http://www.animal.go.kr/files/shelter/2022/10/202210311510791.jpg,20221110
441560202201323,믹스견,2019(년생),4.3(Kg),흰,M,N,종료(반환),20221030,호국로 1007 대진대학교일대,눈물자국. 코검정. 사람좋아함/얌전. 양전지약간안짱다리. 꼬리단미안됨. 털상태양호. 칩있음.,http://www.animal.go.kr/files/shelter/2022/10/202210311510534.jpg,20221110
411315202200530,푸들,2013(년생),2.3(Kg),갈,M,N,종료(반환),20221030,강서구청 사거리,눈곱.코갈색.몸떪.핑크색바탕+무늬있는하네스.꼬리단미됨.양눈백내장.잠복고환.양슬개골.,http://www.animal.go.kr/files/shelter/2022/10/202210311510749.jpg,20221110
411307202200379,치와와,2021(년생),3.2(Kg),흰갈,M,Y,종료(반환),20221030,장위로11길 24 인근,장모종. 코검정. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/10/202210311510223.jpg,20221110
428355202200813,푸들,2019(년생),7.0(Kg),검,M,Y,종료(반환),20221030,장기동 시민요양병원,"검정색 목줄 끈어져있슴,털짧게 미용됨",http://www.animal.go.kr/files/shelter/2022/10/202210302210469.jpg,20221110
428355202200812,말라뮤트,2015(년생),39.0(Kg),흰,M,N,종료(반환),20221030,계양구청 당직실(작전동 천대고가도로),사람을 잘따름,http://www.animal.go.kr/files/shelter/2022/10/202210302210232.jpg,20221110
442420202200718,믹스견,2020(년생),7.6(Kg),갈검,F,N,보호중,20221030,주문진읍 동해대로 4405-5,"파란색목줄과 체인리드줄 착용, 온순함",http://www.animal.go.kr/files/shelter/2022/10/202210311810385.jpg,20221110
428352202200546,믹스견,2019(년생),10(Kg),흰검,F,U,보호중,20221030,연수구 구청당직실 (119),"겁많음, 입질 있음, 눈썹쪽흰털",http://www.animal.go.kr/files/shelter/2022/10/202210311210442[1].jpg,20221110
427347202200688,믹스견,2019(년생),18(Kg),갈,M,N,보호중,20221030,송현 119,"기력, 식욕없음",http://www.animal.go.kr/files/shelter/2022/10/202210311010377.jpg,20221110
427347202200687,믹스견,2022(60일미만)(년생),2(Kg),갈,F,N,보호중,20221030,성서계대 1번출구 앞,"기력, 식욕없음",http://www.animal.go.kr/files/shelter/2022/10/202210311010784.jpg,20221110
442423202200472,라브라도 리트리버,2019(년생),18(Kg),금,M,N,종료(반환),20221029,먹자골목 통큰무한삼겹살,온순함,http://www.animal.go.kr/files/shelter/2022/10/202210310910331.jpg,20221110
430364202200297,믹스견,2019(년생),6(Kg),흰,F,U,보호중,20221029,세천공원로 61 인근,하네스 착용,http://www.animal.go.kr/files/shelter/2022/10/20221102141163[1].jpg,20221110
430367202200607,진도견,2020(년생),15.00(Kg),흰,F,U,보호중,20221029,유성구 노은북로47번길 6-9 주변,상태양호,http://www.animal.go.kr/files/shelter/2022/10/202210310910632.jpg,20221110
430366202200362,믹스견,2018(년생),15(Kg),흰갈,F,U,보호중,20221029,괴곡동 440-4 부근,없음,http://www.animal.go.kr/files/shelter/2022/10/202210310910156.png,20221110
441417202201212,믹스견,2022(년생),2(Kg),검,M,N,보호중,20221029,양평읍 충신로 468 세븐일레븐,순한 성격,http://www.animal.go.kr/files/shelter/2022/11/202211021611462.jpg,20221110
442425202200382,믹스견,2020(년생),4.80(Kg),금,M,U,보호중,20221029,북방면 영서로 2702,북방면 영서로에서 구조,http://www.animal.go.kr/files/shelter/2022/10/20221101131190.jpg,20221110
441560202201322,믹스견,2020(년생),14(Kg),흰,F,U,보호중,20221029,내촌면 포천로214 인근,귀쫑긋. 코갈색. 갈색가죽목줄. 왼쪽 눈밑 상처 흔적. 꼬리단미안됨. 털상태양호. ,http://www.animal.go.kr/files/shelter/2022/10/202210311510107.jpg,20221110
441560202201321,믹스견,2019(년생),13(Kg),흰,F,U,보호중,20221029,내촌면 포천로214 인근,귀쫑긋. 코검정+갈색. 겁많음. 꼬리단미안됨. 털때탐. ,http://www.animal.go.kr/files/shelter/2022/10/202210311510286.jpg,20221110
441560202201320,비숑 프리제,2020(년생),4.42(Kg),흰갈,M,Y,보호중,20221029,가산면 정금로353 인근,코검정. 꼬리/네발/입가털갈색. 사람좋아함/활발/낑낑댐. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/10/202210311510255.jpg,20221110
441560202201319,믹스견,2020(년생),5.5(Kg),흰갈,F,U,보호중,20221029,가산면 정금로353 인근,부정교합. 코검정. 귀쫑긋. 사람잘따름/겁약간있는편. 꼬리단미안됨. 털상태양호. 오른슬개골.,http://www.animal.go.kr/files/shelter/2022/10/20221031141031.jpg,20221110
441560202201318,믹스견,2019(년생),12(Kg),흰갈,F,U,보호중,20221029,이동면 금강로6263번길 174 인근,털에도깨비바늘.빨간바탕+노란줄목걸이착용.입질/공격적/예민/칩유무확인불가.꼬리단미안됨.털상태양호.,http://www.animal.go.kr/files/shelter/2022/10/202210311410887.jpg,20221110
441559202201188,믹스견,2020(년생),13(Kg),흰,M,N,종료(반환),20221029,마전동 264-13 인근,초록바탕에노란줄목걸이.눈물자국.눈곱약간.엉덩이쪽털뭉침.코갈색.얌전함.,http://www.animal.go.kr/files/shelter/2022/10/202210291310969.jpg,20221110
441398202200363,슈나우져,2013(년생),6.8(Kg),흰검,M,N,종료(반환),20221029,체육관로40인근,귀처짐.앞니없음.노령.전신미용흔적.무지개무늬목줄/리드줄착용.꼬리단미안됨.털때탐.백내장.치석.칩있음.,http://www.animal.go.kr/files/shelter/2022/10/202210311410465.jpg,20221110
441392202200242,말티즈,2012(년생),3.3(Kg),흰,F,U,종료(반환),20221029,생연동 동광교 산책로,양눈백내장.눈곱.앞니일부없음.유선종양.꼬리끝말림/단미안됨.털때탐.결막염.피부질환.좌슬개골.,http://www.animal.go.kr/files/shelter/2022/10/202210311410537.jpg,20221110
441392202200241,말티즈,2016(년생),5(Kg),흰,M,U,종료(반환),20221029,지행동 691-6 시민근린공원일대,빨강+검정하네스착용. 겁많음. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/10/202210311410107[1].jpg,20221110
