유기번호,품종,나이,체중,색상,성별,중성화여부,상태,접수일,발견장소,특징,이미지,기준날짜
441560202201340,믹스견,2022(년생),5.5(Kg),흰갈,M,N,보호중,20221104,화현면 봉화로 873-18 인근,귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211051311356.jpg,20221110
441560202201341,믹스견,2022(년생),5(Kg),흰갈,F,U,보호중,20221104,화현면봉화로873-18 인근,귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.,http://www.animal.go.kr/files/shelter/2022/11/202211051311823.jpg,20221110
441559202201229,믹스견,2018(년생),14(Kg),흰,M,N,종료(반환),20221104,옥정동 산 115-2 인근,색빠진빨간바탕+노란줄무늬목걸이착용. 귀쫑긋. 코팥죽색. 얌전/사람따름. 꼬리단미됨. 털때탐.,http://www.animal.go.kr/files/shelter/2022/11/202211051311121.jpg,20221110
448535202201856,믹스견,2022(년생),5(Kg),흰검,M,U,보호중,20221104,김해서부소방서 119,"1-893, 5개월 추정, 2두 동시입소, 경계심이 강함, 공격성, 겁이 많음",http://www.animal.go.kr/files/shelter/2022/11/202211071311469.jpeg,20221110
448535202201857,믹스견,2022(년생),5.5(Kg),흰,M,U,보호중,20221104,김해서부소방서 119,"1-894, 5개월 추정, 2두 동시입소, 경계심이 강함, 공격성, 겁이 많음",http://www.animal.go.kr/files/shelter/2022/11/202211071311124.jpeg,20221110
448535202201858,불독,2014(년생),12(Kg),갈,M,U,보호중,20221104,상동면 대감리 1417,"1-899, 내장칩 있음, 다부진몸매, 활발함, 힘이좋음",http://www.animal.go.kr/files/shelter/2022/11/202211071311517.jpeg,20221110
448535202201859,믹스견,2022(년생),3.5(Kg),흰갈,F,U,보호중,20221104,대동면 주동리 790,"1-895, 4개월 추정, 4두 동시입소, 온순하고 사람을 좋아함, 진드기 도포",http://www.animal.go.kr/files/shelter/2022/11/202211071311607.jpeg,20221110
448535202201860,믹스견,2022(년생),3.5(Kg),흰갈,F,U,보호중,20221104,대동면 주동리 790,"1-896, 4개월 추정, 4두 동시입소, 온순하고 사람을 좋아함, 진드기 도포",http://www.animal.go.kr/files/shelter/2022/11/202211071311771.jpeg,20221110
448535202201861,믹스견,2022(년생),3.5(Kg),흰검,M,U,보호중,20221104,대동면 주동리 790,"1-897, 4개월 추정, 4두 동시입소, 온순하고 사람을 좋아함, 진드기 도포",http://www.animal.go.kr/files/shelter/2022/11/202211071311330.jpeg,20221110
448535202201862,믹스견,2022(년생),3.5(Kg),흰,M,U,보호중,20221104,대동면 주동리 790,"1-898, 4개월 추정, 4두 동시입소, 온순하고 사람을 좋아함, 진드기 도포",http://www.animal.go.kr/files/shelter/2022/11/202211071311288.jpeg,20221110
448535202201863,믹스견,2019(년생),8(Kg),검,F,U,보호중,20221104,대동면 동남로1번길 34,"1-900, 피부병이 심각함, 구충도포, 기력없음",http://www.animal.go.kr/files/shelter/2022/11/202211071411768.jpeg,20221110
448535202201864,믹스견,2022(년생),3(Kg),흰금,M,U,보호중,20221104,생림면 봉림로21번길 38-12,"1-901, 3개월 추정, 3두 동시입소, 온순하고 사람을 좋아함, 장난기가 많음",http://www.animal.go.kr/files/shelter/2022/11/202211071411720.jpeg,20221110
448535202201865,믹스견,2022(년생),3(Kg),흰,M,U,보호중,20221104,생림면 봉림로21번길 38-12,"1-903, 3개월 추정, 3두 동시입소, 온순하고 사람을 좋아함, 장난기가 많음",http://www.animal.go.kr/files/shelter/2022/11/202211071411740.jpeg,20221110
448535202201866,믹스견,2022(년생),3(Kg),흰,M,U,보호중,20221104,생림면 봉림로21번길 38-12,"1-902, 3개월 추정, 3두 동시입소, 온순하고 사람을 좋아함, 장난기가 많음",http://www.animal.go.kr/files/shelter/2022/11/202211071411463.jpeg,20221110
441383202200784,믹스견,2022(년생),3.5(Kg),갈검,F,N,보호중,20221104,안양시청에서 인수,"8개월추정,소심함,겁이많음",http://www.animal.go.kr/files/shelter/2022/11/202211041411790.jpg,20221110
441393202202121,믹스견,2021(년생),6(Kg),흰,F,U,보호중,20221104,신길동55-1부근,"순함,삐죽이털,소심함",http://www.animal.go.kr/files/shelter/2022/11/202211041311711.jpg,20221110
441393202202122,푸들,2020(년생),5(Kg),흰,M,N,보호중,20221104,신길동55-1부근,"순함,털관리안됨,어금니깨짐",http://www.animal.go.kr/files/shelter/2022/11/202211041411223.jpg,20221110
441393202202123,믹스견,2021(년생),5(Kg),흰갈,F,U,보호중,20221104,대부남동 473부근,"순함,귀에 갈색 점박이",http://www.animal.go.kr/files/shelter/2022/11/202211041411162.jpg,20221110
441397202200409,믹스견,2022(년생),4.5(Kg),갈검,M,N,보호중,20221104,과천시청에서 인수,"순함,진드기,소심함",http://www.animal.go.kr/files/shelter/2022/11/202211041411583[1].jpg,20221110
441397202200410,믹스견,2022(년생),4.5(Kg),갈검,M,N,보호중,20221104,과천시청에서 인수,"3개월추정.겁이많음,소심함",http://www.animal.go.kr/files/shelter/2022/11/202211041511762.jpg,20221110
441383202200785,믹스견,2020(년생),15(Kg),흰,F,U,보호중,20221104,안양시청에서 인수,"젖불음.낯가림,소심함",http://www.animal.go.kr/files/shelter/2022/11/20221105091165.jpg,20221110
441383202200786,믹스견,2020(년생),20(Kg),흰,M,N,보호중,20221104,안양시청에서 인수,"겁이많음,왼쪽눈안질환",http://www.animal.go.kr/files/shelter/2022/11/202211050911433.jpg,20221110
441393202202125,요크셔 테리어,2012(년생),3(Kg),갈회,F,U,보호중,20221104,월피파출소에서 인수,"전체미용,초록색옷,순함,치석관리안됨",http://www.animal.go.kr/files/shelter/2022/11/202211050911783.jpg,20221110
441404202201160,믹스견,2019(년생),15(Kg),금,F,N,보호중,20221104,상산곡동129,배회견,http://www.animal.go.kr/files/shelter/2022/11/202211041211552.jpg,20221110
428358202200218,믹스견,2019(년생),7(Kg),흰,M,N,보호중,20221104,옹진군 영흥면사무소,경계/ 어릴때묶어논 목줄로인해 목이 졸려있음,http://www.animal.go.kr/files/shelter/2022/11/202211051011519.jpg,20221110
442426202200455,믹스견,2017(년생),12(Kg),흰검,F,N,보호중,20221104,공근면 금계서로 467,건강 상태양호,http://www.animal.go.kr/files/shelter/2022/11/202211101311220.jpeg,20221110
442426202200456,믹스견,2017(년생),12(Kg),흰검,F,N,보호중,20221104,공근면 금계서로 467,건강양호,http://www.animal.go.kr/files/shelter/2022/11/202211101311898.jpeg,20221110
