"RD_ID","유기번호","접수일","발견장소","품종","색상","나이","체중","상태","성별","중성화여부","특징","썸네일","이미지","공고시작일","공고마감일","기준일자","보호소코드"
2113,441393202202126,"20221106","안산119안전센터에서 인수","진도견","흰","2020","17","보호중","M","N","핑크코,파란색목줄,겁이많음,낯가림","http://www.animal.go.kr/files/shelter/2022/11/202211070911852_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211070911852.jpg","20221107","20221117","20221108",40
2023,441399202202674,"20221107","조안면","믹스견","기타","2018","16.0","보호중","M","N","초록색 목줄을 착용함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211782_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211782.jpg","20221107","20221117","20221108",61
2024,441399202202677,"20221107","진건읍","믹스견","갈","2021","5.5","보호중","F","U","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/20221107221171_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107221171.jpg","20221107","20221117","20221108",61
2025,441399202202678,"20221107","진건읍","믹스견","흰","2022","5.0","보호중","M","N","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211309_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211309.jpg","20221107","20221117","20221108",61
2026,441399202202680,"20221107","진건읍","믹스견","갈","2021","7.0","보호중","F","U","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211843_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211843.jpg","20221107","20221117","20221108",61
2027,441399202202681,"20221107","다산동","치와와","갈검","2018","3.0","보호중","M","Y","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211768_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211768.jpg","20221107","20221117","20221108",61
2028,441399202202683,"20221107","다산동","푸들","갈","2012","5.5","보호중","F","U","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211201_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211201.jpg","20221107","20221117","20221108",61
2029,441399202202684,"20221107","진접읍","코카 스파니엘","흰","2017","5.0","보호중","F","U","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211941_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211941.jpg","20221107","20221117","20221108",61
2030,441399202202685,"20221107","오남읍","믹스견","흰갈","2019","7.0","보호중","M","N","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211689_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211689.jpg","20221107","20221117","20221108",61
2031,441399202202687,"20221107","호평동","믹스견","갈검","2022","3.5","보호중","M","N","어린 강아지임.","http://www.animal.go.kr/files/shelter/2022/11/202211072211902[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211902[1].jpg","20221107","20221117","20221108",61
2032,441399202202689,"20221107","진건읍","시바","갈","2019","10.0","보호중","M","N","목줄없고 온순함.","http://www.animal.go.kr/files/shelter/2022/11/202211072211436_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072211436.jpg","20221107","20221117","20221108",61
2033,441399202202692,"20221107","진접읍","믹스견","흰","2018","18.0","보호중","F","U","하늘색 목줄을 착용함.","http://www.animal.go.kr/files/shelter/2022/11/202211072311567_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072311567.jpg","20221107","20221117","20221108",61
2034,441399202202693,"20221107","수동면","믹스견","흰","2020","8.0","보호중","M","N","빨강색 목줄을 착용함.","http://www.animal.go.kr/files/shelter/2022/11/202211072311163_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211072311163.jpg","20221107","20221117","20221108",61
2035,441416202200709,"20221107","호명리 마을 배회","믹스견","흰","2018","6.0","보호중","F","N","호명리 마을 배회, 암,수 같이 발견, 3-4년 추정, 목걸이/목줄 X","http://www.animal.go.kr/files/shelter/2022/11/20221107171155_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221107171155.jpg","20221107","20221117","20221108",43
2036,441416202200710,"20221107","미사리 마을 민가","삽살개","흰검","2020","5.5","보호중","F","N","미사리 마을 배회, 목줄/목걸이 X, 삽살개 믹스.","http://www.animal.go.kr/files/shelter/2022/11/202211071711292_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711292.jpg","20221107","20221117","20221108",43
2037,441416202200711,"20221107","미사리 마을 민가","믹스견","흰갈","2019","4.0","보호중","F","N","미사리 마을 배회, 모견(자견들과 같이 발견), 목줄/목걸이 X","http://www.animal.go.kr/files/shelter/2022/11/202211071711154_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711154.jpg","20221107","20221117","20221108",43
2038,441416202200712,"20221107","미사리 마을 배회","믹스견","흰갈","2022","1.0","보호중","F","N","미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정","http://www.animal.go.kr/files/shelter/2022/11/202211071711157[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711157[1].jpg","20221107","20221117","20221108",43
2039,441416202200713,"20221107","미사리 마을 민가","믹스견","흰갈","2022","1.0","보호중","F","N","미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정","http://www.animal.go.kr/files/shelter/2022/11/202211071711867_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711867.jpg","20221107","20221117","20221108",43
2040,441416202200714,"20221107","미사리 마을 민가","믹스견","흰검","2022","1.0","보호중","F","N","미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정","http://www.animal.go.kr/files/shelter/2022/11/202211071711935_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711935.jpg","20221107","20221117","20221108",43
2041,441416202200715,"20221107","미사리 마을 민가","믹스견","흰검","2022","1.0","보호중","F","N","미사리 마을 민가 발견, 모견과 같이 발견, 3개월 추정","http://www.animal.go.kr/files/shelter/2022/11/202211071711772[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711772[1].jpg","20221107","20221117","20221108",43
2042,441416202200716,"20221107","상천초등학교 주변 배회","믹스견","흰검","2020","16.0","보호중","F","N","상천(청평) 초등학교 주변-마을 배회, 2마리(암) 배회, 빨강(징박힘) 목걸이 착용","http://www.animal.go.kr/files/shelter/2022/11/202211071711880_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711880.jpg","20221107","20221117","20221108",43
2043,441416202200717,"20221107","상천초등학학교 주변 배회","믹스견","흰검","2020","15.0","보호중","F","N","상천(청평) 초등학교 주변-마을 배회, 2마리(암) 같이 배회, 파랑 목걸이 착용","http://www.animal.go.kr/files/shelter/2022/11/202211071711837_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071711837.jpg","20221107","20221117","20221108",43
2044,441554202201793,"20221107","광주시 쌍령동 일대","푸들","갈","2018","4.80","보호중","F","U","11-23, 칩없음, 우측 옆구리 쓸린 상처, 귀엽고 착한 아이","http://www.animal.go.kr/files/shelter/2022/11/202211071611458_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071611458.jpg","20221107","20221117","20221108",48
2045,441554202201794,"20221107","광주시 초월읍 선동리 일대","믹스견","흰","2020","20.00","보호중","M","N","11-24, 칩없음, 겁이나 예민한 상태","http://www.animal.go.kr/files/shelter/2022/11/202211071811634_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211071811634.jpg","20221107","20221117","20221108",48
2223,441409202201802,"20221104","대곶면 대곶북로165번길 159 인근","믹스견","흰갈","2021","7","보호중","F","U","귀접힘. 코갈색. 흰색+검정색목줄착용. 왼발관절부근상처. 여윔. 겁많음. 꼬리단미안됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/11/202211051311465_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311465.jpg","20221105","20221115","20221108",9
2224,441560202201340,"20221104","화현면 봉화로 873-18 인근","믹스견","흰갈","2022","5.5","보호중","M","N","귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/11/202211051311356_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311356.jpg","20221105","20221115","20221108",9
2225,441560202201341,"20221104","화현면봉화로873-18 인근","믹스견","흰갈","2022","5","보호중","F","U","귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.","http://www.animal.go.kr/files/shelter/2022/11/202211051311823_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311823.jpg","20221105","20221115","20221108",9
2226,441559202201229,"20221104","옥정동 산 115-2 인근","믹스견","흰","2018","14","보호중","M","N","색빠진빨간바탕+노란줄무늬목걸이착용. 귀쫑긋. 코팥죽색. 얌전/사람따름. 꼬리단미됨. 털때탐.","http://www.animal.go.kr/files/shelter/2022/11/202211051311121_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211051311121.jpg","20221107","20221117","20221108",9
2238,441383202200784,"20221104","안양시청에서 인수","믹스견","갈검","2022","3.5","보호중","F","N","8개월추정,소심함,겁이많음","http://www.animal.go.kr/files/shelter/2022/11/202211041411790_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041411790.jpg","20221104","20221114","20221108",40
2239,441393202202121,"20221104","신길동55-1부근","믹스견","흰","2021","6","보호중","F","U","순함,삐죽이털,소심함","http://www.animal.go.kr/files/shelter/2022/11/202211041311711_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041311711.jpg","20221104","20221114","20221108",40
2240,441393202202122,"20221104","신길동55-1부근","푸들","흰","2020","5","보호중","M","N","순함,털관리안됨,어금니깨짐","http://www.animal.go.kr/files/shelter/2022/11/202211041411223_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041411223.jpg","20221104","20221114","20221108",40
2241,441393202202123,"20221104","대부남동 473부근","믹스견","흰갈","2021","5","보호중","F","U","순함,귀에 갈색 점박이","http://www.animal.go.kr/files/shelter/2022/11/202211041411162_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041411162.jpg","20221104","20221114","20221108",40
2242,441397202200409,"20221104","과천시청에서 인수","믹스견","갈검","2022","4.5","보호중","M","N","순함,진드기,소심함","http://www.animal.go.kr/files/shelter/2022/11/202211041411583[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041411583[1].jpg","20221104","20221116","20221108",40
2243,441397202200410,"20221104","과천시청에서 인수","믹스견","갈검","2022","4.5","보호중","M","N","3개월추정.겁이많음,소심함","http://www.animal.go.kr/files/shelter/2022/11/202211041511762_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041511762.jpg","20221104","20221116","20221108",40
2244,441383202200785,"20221104","안양시청에서 인수","믹스견","흰","2020","15","보호중","F","U","젖불음.낯가림,소심함","http://www.animal.go.kr/files/shelter/2022/11/20221105091165_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221105091165.jpg","20221105","20221115","20221108",40
2245,441383202200786,"20221104","안양시청에서 인수","믹스견","흰","2020","20","보호중","M","N","겁이많음,왼쪽눈안질환","http://www.animal.go.kr/files/shelter/2022/11/202211050911433_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211050911433.jpg","20221105","20221115","20221108",40
2246,441393202202125,"20221104","월피파출소에서 인수","요크셔 테리어","갈회","2012","3","보호중","F","U","전체미용,초록색옷,순함,치석관리안됨","http://www.animal.go.kr/files/shelter/2022/11/202211050911783_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211050911783.jpg","20221105","20221115","20221108",40
2249,441406202201308,"20221104","봉일천 중학교 주변","푸들","갈","2012","6.50","종료(반환)","Q","U","온순함. 미용되어 있음","http://www.animal.go.kr/files/shelter/2022/11/202211041711822[2]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041711822[2].jpg","20221104","20221114","20221108",54
2252,441378202202353,"20221104","은행동 1873","말티즈","흰","2009","4.3","보호중","M","Y","치아 없음, 왼쪽뒷발가락 없음, 귓병","http://www.animal.go.kr/files/shelter/2022/11/202211041411332_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041411332.jpg","20221104","20221114","20221108",45
2254,428356202201637,"20221104","서구 발산로41 더원동물병원","믹스견","검","2022","3.5","보호중","F","U","온순함","http://www.animal.go.kr/files/shelter/2022/11/202211041611368_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041611368.jpg","20221104","20221114","20221108",65
2258,430366202200365,"20221104","갈마동 바다수산 부근","믹스견","흰","2022","3","보호중","Q","U","없음","http://www.animal.go.kr/files/shelter/2022/11/20221108091142_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/20221108091142.png","20221108","20221118","20221108",88
2260,441401202201600,"20221104","과림동 행정복지센터 인근","믹스견","갈","2017","5.8","보호중","M","N","털 관리가 전혀 되어 있지 않음, 겁은 많지만 손 터치에 대한 거부감 없음,","http://www.animal.go.kr/files/shelter/2022/11/202211041011235[1]_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041011235[1].jpg","20221104","20221114","20221108",41
2262,427341202200682,"20221104","태평로 253 ","믹스견","갈검","2022","2.4","보호중","M","N","순함","http://www.animal.go.kr/files/shelter/2022/11/202211041211228_s.jpg","http://www.animal.go.kr/files/shelter/2022/11/202211041211228.jpg","20221104","20221114","20221108",99
